Id,SalePrice
2658,146481.8159752611
2718,184822.2894014772
2414,205429.04592908765
1989,131166.2452537907
625,194046.6999546354
333,92766.042881371
1327,103079.5591300995
858,134451.26531430212
95,210113.49803526315
1568,185615.42855539385
2482,175391.2524434821
1364,140095.99114069078
2584,173711.12855543874
818,316253.13983014284
2673,155031.92399350848
2089,119119.70712507908
1297,181543.94078265878
790,113814.61690748103
2616,199388.79175793772
720,203393.42714994925
222,143091.8463448602
557,140735.7324076537
1148,214272.85930933393
2766,177089.92468114465
534,207341.90290654008
1452,109244.71887908224
630,126207.95326212638
2648,109369.92954936085
125,145285.72129738858
1904,44530.603911613376
1670,100070.53410611559
756,93695.94371135175
717,266346.2562950752
1032,158951.49470039606
852,230173.89398750997
1731,179362.1622005245
2639,121342.08624859553
2071,85193.57448908698
1267,112225.56443922062
1851,211672.26227004663
567,180131.70877838042
2439,216521.7789051435
1898,149959.38719825537
647,166309.42090906177
2256,231335.63402607932
979,112740.60810184955
1444,225713.0503066327
2485,110059.93806619963
157,119904.25147786696
88,119068.06053111053
2003,107467.42000280527
186,202478.429489063
1425,278852.8329994688
2695,126717.47979223126
738,95318.170637839
395,152720.882705265
1353,161341.28041383444
1878,141256.31664085216
390,186375.91807197646
1456,258388.67180587936
1103,299445.5050750134
1387,125473.18184045352
2070,151621.1586413716
1199,172314.45546144343
2479,182709.25784228055
501,306722.5602803887
2362,86566.6750427493
1718,207672.63597033874
2188,65782.49611733654
1483,171853.75564173894
2557,88938.33025394085
437,296834.0148162717
2224,214031.52347438264
1628,187942.6809705038
397,125766.85709767902
587,197078.21244048493
2182,502876.77989864466
971,133505.26870354768
2611,152935.30562730314
1887,81402.45834780246
2399,356762.3955078679
2148,223717.5902752235
304,125094.17519881921
1997,133836.12809067604
2817,115064.45732161186
1431,176381.293979224
427,395715.8367981068
263,122025.4892542001
598,174634.81070755754
2895,241852.9131125833
687,145747.63082366408
1822,124207.47071190402
2191,97933.30292980678
179,131901.35620249895
1009,218814.43501040456
2010,118809.5769911118
1991,143746.1810061529
1411,148707.40996349452
1721,250016.62363071344
1144,193943.5391376944
593,218779.98224127025
575,311053.95030299434
1249,187741.40459464784
1604,114046.37049003999
1064,420971.3242512698
1923,172290.35195500127
1988,101184.47233202832
2325,176517.71519865622
114,198312.33314385288
2700,197103.517759735
217,145410.75677381828
343,182458.36134277534
386,247793.28845040262
2005,107342.4433474199
2908,136460.80983149627
1814,222817.17471250246
2446,369812.92400784313
208,146679.948068726
1679,129378.35865276383
822,357707.84894737817
6,190888.29539446053
1781,398295.1202833988
2397,272897.4325768731
2340,268129.4246631487
1618,161471.5204472822
2843,114344.82757374292
1061,319890.18829268904
2786,113583.59459053245
1935,120471.4903290152
1341,118224.26194365034
521,299543.13861883286
2136,140016.53136601977
996,202262.99961631332
227,165158.01608087882
135,157085.82861136124
1167,168305.64601114052
294,226596.2183263732
1776,215548.83145548264
540,199057.89994408967
1717,207672.63597033874
2303,109170.0361916401
116,186353.82672490028
127,121191.6269711903
1371,131818.34932440502
1014,190465.89430177564
1507,91219.81785748758
702,144205.27089672652
750,157055.69508567615
261,142953.85465536342
1559,78505.62898016832
577,213316.52584396058
2812,209695.7022818175
2080,147827.73474701418
1368,126442.8844585598
2376,123495.66301094324
659,113041.02036528254
1235,113153.43570348572
332,91971.78753001046
1917,129487.89075379181
2094,264473.7769302275
1460,268355.96094014094
1471,199275.83757485377
1509,118210.03729903606
1922,120097.33557623296
433,431232.41987403645
460,313527.8583929918
1116,263368.61747734144
1137,172519.687707511
53,194725.98680032443
2354,244620.17411742918
1475,208660.27822359768
1761,417091.1130714515
842,143499.28800010798
2739,186587.90590971842
2509,187597.024089619
1007,212931.49095535078
2610,173142.42438025508
1952,89190.6494056606
2719,184130.09887288063
2921,92635.14349343494
1966,128690.4858427085
292,133623.05836483173
1204,199832.38809190257
1829,241325.86385534768
2419,195509.68669253725
391,168225.15016545486
798,114157.74000559945
481,207696.89364094543
193,187014.35432879993
555,123842.64000892034
899,67595.91584725668
2357,193215.52926632267
328,130192.27741906019
1356,120658.30152389195
1154,104373.93738322212
1730,193340.5789816134
2249,158356.3890344401
1119,276037.02480792406
2856,147933.8606494323
1394,119741.46541371665
2587,121646.4452779115
61,311829.7376439816
2661,199585.326177939
2711,124021.33753515754
1147,187157.40363540838
757,130510.59548734986
2623,78616.18677694487
2378,173499.2675313375
1413,147170.4943779757
1722,234253.4028703966
1112,230827.9477637307
1623,190964.5065616327
1201,194506.88217121537
1513,103342.49325916289
957,239391.43907698864
1171,258123.4234782367
1145,200193.69895234183
2726,230299.73544812738
703,173682.88492475243
760,73818.1662119665
1964,125968.35506342589
2512,193253.96799617185
159,156420.57736958071
1281,171149.99357495527
468,191764.27703666416
290,135171.19822912765
665,105755.23760240099
1463,264990.83890904236
1792,231489.11524472648
923,130579.5485154681
500,274652.1734198902
1408,170204.70267924224
331,81395.11066376734
170,122001.29547745577
2192,95695.0040777832
2571,257729.13748307215
2314,176119.99230119094
2647,93987.7984243653
422,412312.5313035089
2457,326128.5488921712
1838,222715.93628779642
2805,253281.6968763528
1645,163302.04677264302
1711,279773.6001805126
2825,248030.8139176443
322,366222.4050033877
2103,281737.4152949718
342,122197.85678956885
600,115476.07724877141
488,198573.3865867515
1725,337982.0217588248
2246,242618.86461701524
2847,173157.64792247632
806,247001.3964251072
530,238107.4065671042
963,187438.67483235997
2678,84084.04681202631
171,87260.09163349232
2401,392220.23511972255
805,225341.6164384605
