Id,SalePrice
2658,164027.78929171548
2718,182621.37996907998
2414,219639.12670965493
1989,93892.21593396785
625,171506.76366477692
333,107024.42750097904
1327,98499.15502530895
858,146737.57881494612
95,230499.89146094164
1568,162505.06905659125
2482,167022.891516865
1364,124932.07165600127
2584,164735.77614325774
818,280695.423925122
2673,176021.1058464083
2089,139194.87178320577
1297,150114.62351289554
790,121040.42537971213
2616,185140.59501675726
720,194828.98823098931
222,127550.0658358871
557,110378.18487632368
1148,194528.53347035847
2766,148516.07108711172
534,212026.94085034356
1452,117128.23145869398
630,107517.03473819094
2648,118879.86548222974
125,149170.15702158306
1904,37649.991156902164
1670,91037.94585991325
756,85804.04399574874
717,227514.1573439499
1032,138370.3852510997
852,216308.14011010132
1731,217142.68243776867
2639,112233.30095315631
2071,84280.71656642808
1267,108491.0715761655
1851,206277.6080598128
567,178528.29360125866
2439,240351.40366025758
1898,139568.10625540768
647,137024.0339363322
2256,208308.43484956492
979,122352.51358090481
1444,235622.73526627477
2485,119468.03336097905
157,112040.08682054281
88,123167.94480606564
2003,116582.55265243794
186,214218.88887683256
1425,253153.04922220297
2695,128849.61845149193
738,105936.94346152898
395,151012.51535899797
1353,191219.71045239968
1878,140071.2959891702
390,180710.40988613945
1456,240199.07091732556
1103,273317.38147630007
1387,103350.98926415644
2070,129034.38447135687
1199,219630.42696311022
2479,192995.15024547675
501,274607.4854905405
2362,91037.94585991325
1718,191235.6458234226
2188,35891.396576081635
1483,160796.06576617248
2557,56131.87382205087
437,312607.8404342334
2224,180571.36158361472
1628,208857.81608829345
397,128734.02861216152
587,195640.97368264245
2182,494375.50982270786
971,169350.7272937405
2611,158607.989412623
1887,110333.42991358065
2399,287234.42082818225
2148,214753.81594607094
304,126879.134689159
1997,123809.10186053021
2817,81540.4663829105
1431,201647.5048982615
427,281818.839928376
263,117916.58228139486
598,161516.75744376914
2895,243242.4166379138
687,168937.44077988365
1822,119860.77223010687
2191,85665.46948085004
179,146771.2347343245
1009,216069.56382054836
2010,113775.77721900214
1991,165708.28579162713
1411,149683.83860451356
1721,248531.95860840916
1144,203379.4123710415
593,252756.00072640646
575,239933.80751973204
1249,183802.8629553276
1604,128367.97685107472
1064,367071.05639231973
1923,157970.53479063092
1988,100691.32710575033
2325,186907.80885091587
114,193286.96734454064
2700,196704.5102919275
217,142533.55764068826
343,170847.01205462008
386,265872.8036233841
2005,101924.87101825094
2908,156124.08072632435
1814,214598.61011869297
2446,418096.8215574983
208,125188.18909926713
1679,134638.12102228752
822,285747.22910826653
6,196742.68973775208
1781,326377.2499642719
2397,275861.45379537577
2340,283512.13190172403
1618,187325.7982858608
2843,144967.9279499487
1061,324046.5033689316
2786,117128.23145869398
1935,114929.26996155665
1341,108343.87780792918
521,272651.36715043755
2136,120122.19978865725
996,198976.35040207137
227,152514.5085547506
135,155872.57555676415
1167,193743.05573210353
294,231638.41158706974
1776,211909.38776780036
540,203353.6452584099
1717,191235.6458234226
2303,120724.87475026026
116,176175.48232575972
127,117687.06129878713
1371,141456.44219801156
1014,170012.38923374633
1507,119722.1977152084
702,166820.4936959052
750,156584.64798102272
261,179966.34023855557
1559,60136.450753001496
577,230365.54607950547
2812,233127.7275366115
2080,181225.4475180863
1368,132243.82116291067
2376,116425.08093481045
659,82943.37779941782
1235,122069.18232860859
332,105797.14630418457
1917,137736.19700797298
2094,251888.63182738726
1460,292042.1500576709
1471,188836.8040293709
1509,123247.39893599087
1922,118696.31385075767
433,372889.9485036284
460,268403.5110088454
1116,249736.86232383223
1137,177657.53507097997
53,196579.8651456521
2354,273027.51746627316
1475,215061.35451638117
1761,474486.2828619883
842,138906.00826179446
2739,146678.53892317973
2509,201090.50489481073
1007,238488.104383694
2610,193229.72970957332
1952,73853.52931476221
2719,181438.85373502853
2921,105797.14630418457
1966,134597.59519300656
292,144657.08024158538
1204,227986.20868237922
1829,244084.57773030316
2419,219376.34310208797
391,165328.5562957134
798,147844.74664596398
481,217338.33360122074
193,215709.00659455755
555,118612.55009416374
899,59946.15246402193
2357,212266.8202755493
328,123063.24011032283
1356,107366.01528508728
1154,111605.46607311838
1730,193154.66569952364
2249,149045.94792891457
1119,270168.2878121652
2856,126323.6944803258
1394,156955.1427753491
2587,125770.53031591792
61,304128.7594635291
2661,200672.7376136959
2711,141900.28939297074
1147,200638.25234629074
757,144219.97970413417
2623,90108.14743786771
2378,173519.60309303296
1413,162681.13532991125
1722,236443.91266032774
1112,223879.40684571257
1623,204582.8795442416
1201,199884.60069077206
1513,90095.2185578607
957,229955.64919690858
1171,269516.03171433625
1145,226880.87068800372
2726,227687.20887220046
703,185828.8635715968
760,63816.85780116217
1964,120713.38241247647
2512,212453.022837637
159,169771.0732663176
1281,197916.51622525882
468,198147.55424329638
290,121434.99408548186
665,84036.39410798298
1463,294429.5800071452
1792,251238.85551958508
923,136634.16815165058
500,269212.84552988294
1408,140456.85214718268
331,76672.92082699225
170,112245.62263896712
2192,75307.06511529931
2571,296885.8010967877
2314,187938.0023420353
2647,86973.20529618603
422,344208.0430317896
2457,293628.82700542687
1838,210178.9168372436
2805,272510.9627988967
1645,167129.03275483125
1711,300561.6763644493
2825,271537.4526619117
322,305324.60787200695
2103,255518.10169030586
342,133574.97770742164
600,86652.95174564584
488,210846.3677053291
1725,294922.2778917395
2246,253196.36764272326
2847,170597.90618188004
806,272396.20230759284
530,257084.35424572742
963,177992.6705905639
2678,60767.76591168204
171,72132.11369115044
2401,350127.7764199551
805,236823.32935502892
2259,216541.79957878916
1748,210396.9454820673
1361,174085.5351510346
1677,166080.6909158025
1406,145661.58711327985
2322,254129.4752028219
688,199187.11584257358
143,137486.7783340204
804,229990.9555582872
1214,169229.78457993735
2828,176125.588388321
1999,187875.40167841944
2467,224894.79886099463
2665,194378.7794188885
1538,319288.18413507985
398,90818.48067286657
2822,135784.43105372717
2157,160182.42516777525
1856,158125.34732358973
1269,115716.18424203456
2570,123426.41878696345
2320,264145.20577727305
1517,143932.02602395625
2304,136013.95203633467
1312,82997.5813635257
2012,146444.19176708884
506,235531.7887985655
2865,204923.07354531437
2367,150904.93757880898
554,109954.84256690601
238,125704.83441402623
1954,111954.88652172545
2488,187141.03226599633
2291,109478.98989456822
1969,114385.63489172002
2725,144953.73366830777
1482,160796.06576617248
2763,225595.0763004322
503,250007.26469612145
1584,239201.70399755822
1531,160691.58322425978
2210,188089.72789077088
459,296521.3570185129
556,127817.15907012322
1347,145214.55403266218
1290,84878.11914676521
1388,118479.72174815717
1571,163366.73454590607
2754,206368.5545275223
765,129692.86052570376
2494,123344.09157259227
2870,188915.25767068053
7,231273.4408078054
1114,225026.19066477823
2418,301109.6210609549
291,186235.17111994
18,305946.78723053564
39,300813.9681228481
1001,261455.9029331738
2442,267571.8845248122
616,125899.04903525533
2680,79858.15020053252
1414,105991.14702563686
289,131966.35933190095
40,249715.92138468334
860,119099.1085154463
409,140803.04395094328
673,136961.21111888625
2427,195769.13684157934
2036,225270.2187302392
2564,159775.75693002506
642,164326.9225084649
1008,199345.27524760435
1908,161738.09522664617
2519,221657.94461480924
1369,73411.72585622268
2855,197006.61549455835
712,82329.73720102059
1943,76362.81181927305
1958,141805.03329859255
107,192291.8764691986
2295,173541.50678677857
704,117383.2251609494
676,129555.64205982164
259,201866.97008530842
93,284022.9404002088
106,264164.7101741987
2315,206815.1036663379
1050,115285.87312127906
1095,218017.6701015099
2709,127199.20884505683
758,179996.59637249843
1496,179746.87505150866
2370,165467.05031740502
2458,255495.72420893423
2733,112928.43941789819
161,293068.46997572854
726,147327.1914899717
845,211073.40889791027
947,277566.67416011496
2232,117467.06941075064
2563,170094.7164481175
2299,134173.4662947501
211,107028.52322787116
605,158414.29133820767
1478,228122.91060144757
2247,253196.36764272326
2274,158118.16461247485
2869,161598.69136372115
967,251828.6820943877
2656,76174.47677350626
667,240701.26016247226
1042,150291.29698041175
2023,172755.8151487466
2447,355402.95296822046
2055,141747.95665003872
2275,263116.44882837683
2204,171077.67518646712
1563,253348.70038565528
483,208296.11316375434
796,126608.02622123784
1526,150803.4086145491
2042,196585.75297516724
442,291528.46847474016
1693,313965.07689258875
1468,239342.1511082868
1430,179668.33076281683
2605,164737.12203809852
1529,196067.84225877468
335,132277.29768764693
1287,132555.27606547042
31,131493.25649161474
1785,235362.824743154
82,183069.32289093104
2620,121707.87624779786
252,203742.1549940752
721,50846.641478224425
2165,183651.13740659226
2316,190019.33026342234
775,122870.46203131648
1558,46229.46719668037
17,250494.21641182364
1022,221859.85849396721
925,117300.89794657822
438,259240.39061676385
1270,141969.37492612237
1272,121700.25748307584
215,122652.73603352951
266,239674.9402444146
2402,270911.8836721231
1250,110023.01825882448
1984,88109.14673085185
1279,154260.17425556434
377,281008.5476779109
1252,157012.2999171093
2156,276994.91544001503
499,313129.0980226984
1374,119101.45489890268
2898,276699.305261096
401,91432.12127126381
2721,159574.44009088748
2078,213444.11688752263
2589,119309.95444915537
1946,220324.5547850607
1334,126015.03216900537
2781,219527.239302797
431,331152.1098632207
576,221680.32209618064
1474,231857.12791929673
2254,172681.67113410588
2155,278649.1986195119
885,85106.72013396374
643,144172.95885114116
1944,104919.67885041679
480,224850.04389825137
2845,80869.66864275257
2387,291882.7150968304
2407,210616.41066911398
2527,165982.64223018475
2514,190468.7097274966
629,174443.57485297974
80,227954.3825996432
1876,127015.95986062195
1546,137421.47572654812
2518,167878.29429047415
2347,162755.45048514102
783,154682.4733171782
1322,24556.001794903306
194,56700.75945770508
1770,272760.4242320373
2143,117128.23145869398
1229,225802.96865648823
511,258868.59268678492
46,212414.01404378563
1348,191879.54255576292
2465,222770.15251908707
387,262961.2430009986
873,208926.3850746313
1918,116770.1917567486
2764,263657.2108137675
2184,115457.71026113676
934,171098.83002539282
1920,121150.87624434708
2631,170325.67397294845
1768,462747.6573625142
2040,79492.92778747203
1749,248829.04808873893
834,228326.18052962213
1457,260258.69847567985
79,142216.44721661904
2302,120111.23415186303
1817,125192.19607889908
2755,226777.60253448365
359,188506.88797768927
2059,116841.63382753241
2092,258895.71584843262
2516,246383.498242907
150,117994.59986909735
1656,154915.7772254655
83,94941.91382201272
2411,182117.7541817103
795,81592.93075775821
2312,262731.3287239715
2917,100528.10921923071
1624,217247.38713351148
2215,312091.1146262677
1211,155784.50217350083
1485,160796.06576617248
1024,157424.1071295552
570,190054.55613159435
2874,141641.2082178765
700,157068.76937146694
2756,219770.51851343852
2022,191010.73711452098
583,238412.3526862415
2392,313548.9977874926
2424,213024.78155773715
212,116838.15354889003
736,120083.93984962627
1610,177777.9510837933
890,103405.40672804113
467,193154.66569952364
578,292205.3679441905
1747,193644.49049967178
1149,167067.64647960826
2758,217550.22278273338
857,120810.07504907786
2219,280183.84724602755
733,113628.06690395181
