Id,SalePrice
2658,2658
2718,2718
2414,2414
1989,1989
625,625
333,333
1327,1327
858,858
95,95
1568,1568
2482,2482
1364,1364
2584,2584
818,818
2673,2673
2089,2089
1297,1297
790,790
2616,2616
720,720
222,222
557,557
1148,1148
2766,2766
534,534
1452,1452
630,630
2648,2648
125,125
1904,1904
1670,1670
756,756
717,717
1032,1032
852,852
1731,1731
2639,2639
2071,2071
1267,1267
1851,1851
567,567
2439,2439
1898,1898
647,647
2256,2256
979,979
1444,1444
2485,2485
157,157
88,88
2003,2003
186,186
1425,1425
2695,2695
738,738
395,395
1353,1353
1878,1878
390,390
1456,1456
1103,1103
1387,1387
2070,2070
1199,1199
2479,2479
501,501
2362,2362
1718,1718
2188,2188
1483,1483
2557,2557
437,437
2224,2224
1628,1628
397,397
587,587
2182,2182
971,971
2611,2611
1887,1887
2399,2399
2148,2148
304,304
1997,1997
2817,2817
1431,1431
427,427
263,263
598,598
2895,2895
687,687
1822,1822
2191,2191
179,179
1009,1009
2010,2010
1991,1991
1411,1411
1721,1721
1144,1144
593,593
575,575
1249,1249
1604,1604
1064,1064
1923,1923
1988,1988
2325,2325
114,114
2700,2700
217,217
343,343
386,386
2005,2005
2908,2908
1814,1814
2446,2446
208,208
1679,1679
822,822
6,6
1781,1781
2397,2397
2340,2340
1618,1618
2843,2843
1061,1061
2786,2786
1935,1935
1341,1341
521,521
2136,2136
996,996
227,227
135,135
1167,1167
294,294
1776,1776
540,540
1717,1717
2303,2303
116,116
127,127
1371,1371
1014,1014
1507,1507
702,702
750,750
261,261
1559,1559
577,577
2812,2812
2080,2080
1368,1368
2376,2376
659,659
1235,1235
332,332
1917,1917
2094,2094
1460,1460
1471,1471
1509,1509
1922,1922
433,433
460,460
1116,1116
1137,1137
53,53
2354,2354
1475,1475
1761,1761
842,842
2739,2739
2509,2509
1007,1007
2610,2610
1952,1952
2719,2719
2921,2921
1966,1966
292,292
1204,1204
1829,1829
2419,2419
391,391
798,798
481,481
193,193
555,555
899,899
2357,2357
328,328
1356,1356
1154,1154
1730,1730
2249,2249
1119,1119
2856,2856
1394,1394
2587,2587
61,61
2661,2661
2711,2711
1147,1147
757,757
2623,2623
2378,2378
1413,1413
1722,1722
1112,1112
1623,1623
1201,1201
1513,1513
957,957
1171,1171
1145,1145
2726,2726
703,703
760,760
1964,1964
2512,2512
159,159
1281,1281
468,468
290,290
665,665
1463,1463
1792,1792
923,923
500,500
1408,1408
331,331
170,170
2192,2192
2571,2571
2314,2314
2647,2647
422,422
2457,2457
1838,1838
2805,2805
1645,1645
1711,1711
2825,2825
322,322
2103,2103
342,342
600,600
488,488
1725,1725
2246,2246
2847,2847
806,806
530,530
963,963
2678,2678
171,171
2401,2401
805,805
2259,2259
1748,1748
1361,1361
1677,1677
1406,1406
2322,2322
688,688
143,143
804,804
1214,1214
2828,2828
1999,1999
2467,2467
2665,2665
1538,1538
398,398
2822,2822
2157,2157
1856,1856
1269,1269
2570,2570
2320,2320
1517,1517
2304,2304
1312,1312
2012,2012
506,506
2865,2865
2367,2367
554,554
