Id,SalePrice
2658,149453.11328865765
2718,184553.21111353324
2414,208476.22773711613
1989,125808.3981442966
625,197433.7213888176
333,91475.62578127177
1327,101184.89043962421
858,131981.4216215383
95,210646.7904083426
1568,188369.61401605565
2482,176679.86111519035
1364,138695.92165893235
2584,174621.78583068424
818,328408.77127660566
2673,153587.46835549307
2089,121152.58903618086
1297,183906.52378591875
790,111090.63064531611
2616,202531.14885282202
720,195779.55295659002
222,145370.90268523994
557,139557.99211163225
1148,218041.86211273973
2766,179526.6273205294
534,204100.21438439176
1452,106042.8046423523
630,133400.4753599243
2648,105262.60018862641
125,143345.87472311905
1904,42741.64826718418
1670,97808.90922308379
756,91540.16480436146
717,259133.5583670374
1032,160930.60325720193
852,232181.45354004746
1731,178573.12995039314
2639,120919.26132099412
2071,76538.99353552588
1267,111572.9945813304
1851,211269.67349467686
567,181861.1093631212
2439,219898.84664472815
1898,148775.03481679983
647,171523.82614922166
2256,236133.72674528518
979,113897.26032932129
1444,228597.7186579476
2485,110159.86435882049
157,119822.91908570012
88,114876.94718776981
2003,108359.21926755876
186,202936.9645167317
1425,277689.38399414654
2695,127515.68387423555
738,95853.86246250504
395,150421.77516321116
1353,161044.7920000233
1878,140476.76754002247
390,183491.40812312643
1456,259745.02116648055
1103,298459.5409397611
1387,120807.95215303634
2070,153217.80349883248
1199,166489.5197933493
2479,185039.08901811662
501,308633.4528156903
2362,85182.03149883196
1718,207995.50257384666
2188,68775.84734919338
1483,171875.5957877665
2557,89735.50938121267
437,297944.2366902709
2224,216664.26959257948
1628,191167.0100423782
397,126374.23793554539
587,193347.6271066876
2182,505854.9208519663
971,132010.88349222316
2611,152421.11334119455
1887,78203.20066404375
2399,354917.8312145702
2148,225860.2046783024
304,118814.96210076482
1997,136775.71330434846
2817,119098.29474201695
1431,177840.05230811387
427,394162.13900067937
263,118042.84176434705
598,173283.06136900035
2895,241176.1366161372
687,140279.43239500598
1822,124166.9541598989
2191,100087.05635712485
179,128758.94029465437
1009,219818.6868295091
2010,122300.18020488799
1991,142862.29601737225
1411,148645.71470674203
1721,250558.29721994113
1144,195764.17004290133
593,218132.09271283346
575,312241.55420010723
1249,190807.19519409823
1604,110744.32344518256
1064,418040.81735998346
1923,176597.09477260133
1988,101482.67652798643
2325,180764.0947239825
114,201679.63229060534
2700,195774.94000534262
217,141825.77121745635
343,182944.0379123265
386,249517.35318132635
2005,113935.5280949742
2908,136406.41896977928
1814,225087.3106986985
2446,372045.1853430251
208,149455.6682144152
1679,129865.21577169554
822,355648.0847009574
6,195079.8844600398
1781,394123.3825437246
2397,273149.8988806739
2340,267735.28095742606
1618,162432.78977699138
2843,113984.683382223
1061,318105.5265226834
2786,113586.08344838666
1935,120465.4622262702
1341,117612.88473184849
521,296532.8490188827
2136,141899.83933054784
996,208734.07136953215
227,169682.1456438782
135,157862.40861037263
1167,170108.51579104352
294,230295.97722572956
1776,215078.27834581747
540,195757.59061297835
1717,207995.50257384666
2303,105833.77863982384
116,183320.1402644663
127,121355.38400818675
1371,131167.9198031333
1014,190615.305827286
1507,91873.33307641328
702,145564.198352297
750,158945.2738493018
261,142151.5199610268
1559,79067.96333474742
577,207882.07154854445
2812,210295.14765403135
2080,147609.1037233328
1368,123846.26923273265
2376,122849.19204823578
659,111576.94844723323
1235,110569.86243971704
332,94208.6308746139
1917,124923.65488765694
2094,266171.59621880425
1460,269359.90096869605
1471,202528.3569188692
1509,118396.27782206904
1922,117017.8534376639
433,432176.23895652697
460,313115.33129730076
1116,262202.21009054483
1137,169674.17161119397
53,194503.66222497457
2354,247891.97286464102
1475,208588.19824436118
1761,422097.8710712167
842,142326.82738502676
2739,192040.62365334993
2509,188115.18214837144
1007,216416.52204391678
2610,171088.23625269454
1952,87860.4022816994
2719,183832.04073741206
2921,91392.01225584443
1966,129625.20768241095
292,135271.87848104513
1204,203271.45465736528
1829,244129.8661771278
2419,196244.26839711404
391,168659.6723325132
798,103089.55680638968
481,210934.00572742394
193,184742.93472775788
555,123432.24979098077
899,64467.903058070326
2357,193192.67727725345
328,132591.61949921222
1356,117550.16151771466
1154,101441.16383342753
1730,197886.06712592224
2249,158393.76834748892
1119,275699.30861967953
2856,151712.3692148924
1394,116763.83123423706
2587,120462.4372342143
61,311866.72794304235
2661,193235.44195544862
2711,119685.78210606269
1147,189458.32530838423
757,129389.25224858907
2623,76309.43448177932
2378,178009.3139749748
1413,143586.51531832776
1722,235013.74164520088
1112,233983.407275826
1623,195175.35049999974
1201,196361.98705870213
1513,100512.58671522456
957,241530.49201815133
1171,257824.01201886707
1145,201134.60428034567
2726,229011.9442240931
703,169142.37773734264
760,71096.93672841815
1964,125936.19215683997
2512,193923.1289907682
159,150699.95842323822
1281,169139.69074041524
468,196289.73230889885
290,132872.2800362757
665,100213.55874460348
1463,266328.9402000714
1792,231427.35075765522
923,131095.3239944356
500,276098.1274690513
1408,175705.11838550775
331,82950.56658489144
170,126079.92118729062
2192,96401.7049265153
2571,259144.82027841234
2314,180345.32676939006
2647,89626.52059703488
422,420409.2286729665
2457,321679.6975775773
1838,224922.9884540985
2805,254643.77313816297
1645,161287.77184151433
1711,280646.39286942576
2825,251512.5911411838
322,364745.99110180815
2103,280587.89429390256
342,117770.54106215548
600,118699.75412180164
488,202849.51463818006
1725,337707.27790445124
2246,243450.38323141573
2847,176837.49008434213
806,249234.33643691774
530,241101.44253687953
963,187500.249979936
2678,87902.84452822423
171,87286.31523899258
2401,394466.2220298166
805,228844.47073886072
2259,191941.4450458765
1748,195898.57049045002
1361,135274.26055323821
1677,126142.61745344716
1406,175654.03240307517
2322,229670.10205611895
688,154833.9501062542
143,123216.50622178387
804,214558.68422627385
1214,155074.0195608195
2828,148817.09958723653
1999,199221.25547037725
2467,206177.38793511718
2665,160258.1175185004
1538,313970.5013851166
398,106406.63543300352
2822,123871.79064140123
2157,156460.4732426654
1856,182448.29550106762
1269,96022.9381215324
2570,107240.22705994896
2320,267037.2164599457
1517,115186.9478114059
2304,113019.4704638038
1312,94110.19634371751
2012,149773.83072770722
506,225215.56657948604
2865,181149.75030558454
2367,114411.30753868308
554,107392.41070296362
238,119534.88588576161
1954,108026.66021580096
2488,136621.7177020921
2291,101626.68760441241
1969,86012.07871448253
2725,167717.64425066736
1482,171875.5957877665
2763,206426.8276810748
503,240571.78118292376
1584,237960.92164919706
1531,160796.33607151642
2210,158112.72972848825
459,341161.00601251854
556,125272.8739309969
1347,149308.3023353625
1290,84660.87674407006
1388,102994.45589869148
1571,200234.27661047736
2754,223860.6168969937
765,122682.17521864525
2494,113821.26079290108
2870,201379.5741991176
7,218810.19767697668
1114,246436.7421802821
2418,274861.03061903693
291,116306.74207034589
18,301300.2588110338
39,359325.8092301518
1001,246625.34699578083
